epoch,wall_s,sim_s,entropy_bits,zlib_bits,high_order_entropy,mean_steps,frac_copy_runs,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t
0,0.305,0.0,7.999613,8.002533,-0.00292,0.0,0.0,0.0,0.0,0.0,0,0,0,466944,0,0
20,0.81,0.219,7.999411,7.966888,0.032523,653.1017,0.517236,0.063489,0.625317,0.311194,81920,53502093,2489,463797,0,0
40,1.352,0.415,7.999127,7.931061,0.068066,609.9714,0.509241,0.059485,0.620056,0.320459,81920,49968855,2478,461508,0,0
60,1.711,0.56,7.998848,7.893845,0.105004,603.8786,0.502258,0.059204,0.618628,0.322168,81920,49469736,2516,459231,0,0
80,2.187,0.802,7.998565,7.868332,0.130234,608.8805,0.499353,0.060364,0.619617,0.32002,81920,49879490,2510,457730,0,0
100,2.594,1.004,7.998297,7.844894,0.153403,608.5062,0.496338,0.060583,0.620764,0.318652,81920,49848829,2475,456460,71,71
120,2.937,1.172,7.997899,7.815933,0.181966,607.8213,0.492908,0.060449,0.621326,0.318225,81920,49792721,2575,454919,107,107
140,3.248,1.318,7.997352,7.794189,0.203163,590.2969,0.496875,0.058337,0.620667,0.320996,81920,48357122,2567,453776,135,135
160,3.664,1.54,7.996696,7.765091,0.231605,602.7634,0.497314,0.060071,0.619543,0.320386,81920,49378381,2517,452246,148,150
180,3.993,1.692,7.996082,7.738266,0.257816,593.8148,0.495886,0.058826,0.621204,0.319971,81920,48645312,2490,450904,159,161
200,4.381,1.917,7.995428,7.718491,0.276938,597.3113,0.494043,0.059644,0.625146,0.31521,81920,48931742,2535,449984,180,183
220,4.75,2.124,7.994923,7.701218,0.293705,596.582,0.493579,0.059717,0.622961,0.317322,81920,48871999,2528,449327,186,191
240,5.098,2.309,7.993973,7.677856,0.316117,591.0489,0.493213,0.05896,0.622961,0.318079,81920,48418727,2557,448150,197,203
260,5.398,2.449,7.993128,7.663773,0.329355,594.678,0.494348,0.059729,0.624915,0.315356,81920,48716020,2538,447593,204,212
280,5.702,2.592,7.990927,7.63887,0.352057,594.9122,0.492859,0.059644,0.621948,0.318408,81920,48735206,2554,446505,210,218
300,6.007,2.732,7.989464,7.621567,0.367897,585.4114,0.492859,0.058594,0.624634,0.316772,81920,47956903,2471,445879,219,228
320,6.333,2.88,7.98884,7.611755,0.377085,581.5813,0.493726,0.058215,0.622852,0.318933,81920,47643139,2568,445809,219,231
340,6.652,3.034,7.988299,7.612442,0.375857,593.1112,0.491687,0.059839,0.621936,0.318225,81920,48587669,2503,446324,220,233
360,6.959,3.173,7.987411,7.603516,0.383895,578.3318,0.491589,0.058057,0.618506,0.323438,81920,47376942,2465,446216,219,234
380,7.274,3.313,7.986754,7.599945,0.386809,588.4519,0.491577,0.059534,0.617554,0.322913,81920,48205980,2587,446407,222,238
400,7.619,3.483,7.985937,7.589569,0.396368,590.1717,0.490198,0.059473,0.616223,0.324304,81920,48346863,2515,446338,222,242
420,7.922,3.621,7.984688,7.576187,0.408501,585.3515,0.489832,0.058948,0.615845,0.325208,81920,47951992,2537,445778,223,244
440,8.223,3.759,7.983165,7.568069,0.415096,580.8411,0.487354,0.058508,0.617847,0.323645,81920,47582504,2361,445715,227,248
460,8.539,3.9,7.981454,7.55835,0.423104,587.1727,0.484094,0.059204,0.617822,0.322974,81920,48101186,2463,445389,230,251
480,8.848,4.043,7.980451,7.554291,0.426161,594.4343,0.483643,0.060205,0.615527,0.324268,81920,48696057,2437,445514,230,251
500,9.16,4.183,7.979337,7.54599,0.433347,580.3874,0.487622,0.058484,0.615112,0.326404,81920,47545335,2534,445206,229,254
520,9.469,4.325,7.978388,7.53006,0.448329,583.9767,0.485205,0.059033,0.616895,0.324072,81920,47839369,2467,444484,234,258
540,9.773,4.465,7.9773,7.518982,0.458318,580.0673,0.483875,0.058569,0.618481,0.322949,81920,47519115,2577,444192,248,273
560,10.083,4.606,7.97625,7.514252,0.461998,581.0784,0.486316,0.058777,0.616943,0.32428,81920,47601943,2511,444235,250,275
580,10.404,4.755,7.975591,7.51265,0.462941,576.2103,0.487952,0.058252,0.614453,0.327295,81920,47203145,2522,444372,245,276
600,10.719,4.898,7.974762,7.511032,0.46373,574.9691,0.489905,0.057996,0.617017,0.324988,81920,47101472,2459,444669,269,301
620,11.055,5.039,7.9734,7.509201,0.464199,575.359,0.489343,0.058069,0.615735,0.326196,81920,47133407,2505,444877,267,308
640,11.364,5.183,7.972218,7.504074,0.468144,578.0646,0.491064,0.058435,0.614417,0.327148,81920,47355055,2486,444851,265,314
660,11.678,5.324,7.970651,7.496277,0.474375,582.909,0.494995,0.05907,0.61532,0.32561,81920,47751906,2503,444771,257,316
680,11.999,5.467,7.968546,7.489395,0.47915,591.1445,0.496143,0.060217,0.611938,0.327844,81920,48426560,2569,444756,256,317
700,12.311,5.61,7.965498,7.477798,0.487699,594.7459,0.493774,0.06062,0.611963,0.327417,81920,48721587,2518,444511,257,329
720,12.633,5.757,7.9651,7.475937,0.489163,593.5801,0.490833,0.06062,0.610962,0.328418,81920,48626079,2521,444831,257,338
740,12.944,5.902,7.963777,7.46376,0.500017,588.7925,0.493127,0.060022,0.612122,0.327856,81920,48233884,2450,444395,252,340
760,13.259,6.049,7.962407,7.459,0.503407,583.6805,0.492053,0.05946,0.612195,0.328345,81920,47815104,2497,444583,252,343
780,13.578,6.192,7.961033,7.446854,0.514179,585.1432,0.498865,0.059485,0.613269,0.327246,81920,47934929,2564,444360,251,344
800,13.885,6.333,7.958955,7.436951,0.522004,572.8879,0.498254,0.057971,0.616443,0.325586,81920,46930973,2515,444092,248,346
820,14.194,6.472,7.957164,7.434494,0.52267,572.9662,0.497241,0.05802,0.616931,0.325049,81920,46937390,2478,444412,246,347
840,14.502,6.612,7.955138,7.426727,0.528411,582.9929,0.497766,0.059229,0.61582,0.324951,81920,47758778,2467,444373,242,347
860,14.812,6.754,7.953286,7.424393,0.528893,574.7459,0.497839,0.058411,0.614441,0.327148,81920,47083184,2521,444501,241,349
880,15.118,6.896,7.950156,7.413254,0.536902,576.7562,0.499329,0.058496,0.61355,0.327954,81920,47247871,2529,444148,242,349
900,15.426,7.038,7.946797,7.405151,0.541646,587.4357,0.504053,0.059753,0.615503,0.324744,81920,48122729,2478,444051,247,357
920,15.737,7.181,7.943661,7.391281,0.55238,591.0123,0.508252,0.060352,0.617566,0.322083,81920,48415726,2447,443512,247,358
940,16.049,7.323,7.941442,7.388229,0.553213,578.338,0.511694,0.058447,0.621411,0.320142,81920,47377445,2494,443714,242,360
960,16.386,7.495,7.938303,7.375244,0.563058,577.7191,0.515552,0.058521,0.623315,0.318164,81920,47326750,2601,443212,241,360
980,16.695,7.636,7.936038,7.370483,0.565555,578.3174,0.526355,0.058569,0.628442,0.312988,81920,47375765,2554,443311,244,362
1000,17.008,7.779,7.93274,7.359665,0.573075,583.2638,0.528894,0.059167,0.627844,0.312988,81920,47780967,2481,442977,243,364
1020,17.324,7.925,7.92685,7.343872,0.582978,565.5586,0.528479,0.056799,0.631836,0.311365,81920,46330560,2511,442281,238,365
1040,17.641,8.07,7.922481,7.341232,0.581249,571.888,0.533594,0.057776,0.635181,0.307043,81920,46849063,2470,442567,241,370
1060,17.963,8.215,7.9206,7.332504,0.588096,564.2848,0.536707,0.056775,0.637097,0.306128,81920,46226208,2505,442352,236,370
1080,18.272,8.355,7.917981,7.336731,0.58125,563.2985,0.539819,0.056677,0.638062,0.305261,81920,46145413,2604,442885,235,372
1100,18.583,8.497,7.913543,7.32431,0.589233,566.5545,0.542786,0.056848,0.640601,0.302551,81920,46412146,2512,442502,235,373
1120,18.895,8.64,7.90955,7.320221,0.589329,571.6415,0.542834,0.057544,0.645642,0.296814,81920,46828875,2469,442570,235,375
1140,19.212,8.784,7.905517,7.321793,0.583724,570.0526,0.542566,0.057312,0.649097,0.293591,81920,46698708,2536,442959,232,375
1160,19.523,8.928,7.903736,7.318909,0.584827,576.5235,0.544348,0.058093,0.652515,0.289392,81920,47228802,2574,443099,230,377
1180,19.845,9.072,7.900014,7.316498,0.583517,578.8297,0.546814,0.058374,0.656201,0.285425,81920,47417728,2433,443128,247,393
1200,20.18,9.226,7.896116,7.324142,0.571974,584.0725,0.553589,0.059094,0.657019,0.283887,81920,47847223,2475,443847,260,411
1220,20.534,9.37,7.894505,7.328552,0.565953,587.5181,0.553589,0.059607,0.652454,0.287939,81920,48129486,2471,444531,259,414
1240,20.883,9.53,7.891831,7.329742,0.562088,583.7867,0.554041,0.059229,0.648462,0.29231,81920,47823804,2526,444973,254,414
1260,21.195,9.675,7.886961,7.325958,0.561003,583.8292,0.555042,0.059167,0.650525,0.290308,81920,47827286,2417,445064,254,414
1280,21.504,9.819,7.885254,7.305298,0.579956,582.5675,0.563684,0.058923,0.650427,0.290649,81920,47723926,2492,443985,243,415
1300,21.819,9.962,7.882094,7.297867,0.584228,571.7649,0.571167,0.057593,0.658289,0.284119,81920,46838977,2430,443951,240,416
1320,22.131,10.106,7.87779,7.289581,0.588208,575.4893,0.576648,0.057959,0.663574,0.278467,81920,47144080,2518,443983,243,420
1340,22.445,10.251,7.875539,7.290863,0.584676,580.0975,0.578223,0.058594,0.66698,0.274426,81920,47521589,2537,444498,239,421
1360,22.774,10.406,7.873622,7.281937,0.591685,591.4218,0.582495,0.059863,0.666174,0.273962,81920,48449275,2583,444356,237,426
1380,23.108,10.573,7.870598,7.279724,0.590873,593.3956,0.58551,0.06012,0.670886,0.268994,81920,48610968,2532,444386,237,428
1400,23.468,10.767,7.868028,7.279892,0.588136,589.9214,0.586304,0.059668,0.675952,0.26438,81920,48326358,2501,444562,245,432
1420,23.788,10.92,7.8674,7.288422,0.578979,616.687,0.585522,0.062939,0.675598,0.261462,81920,50518999,2483,445233,243,434
1440,24.11,11.07,7.864803,7.281952,0.582851,605.267,0.587805,0.06156,0.67699,0.26145,81920,49583475,2545,445062,239,436
1460,24.451,11.222,7.862523,7.287598,0.574925,609.6452,0.592151,0.061938,0.680176,0.257886,81920,49942135,2585,445505,236,439
1480,24.77,11.373,7.859309,7.288803,0.570506,606.229,0.590088,0.061499,0.682629,0.255872,81920,49662282,2466,445629,237,444
1500,25.095,11.525,7.85543,7.284302,0.571128,610.1631,0.593213,0.062085,0.683862,0.254053,81920,49984564,2530,445528,237,446
1520,25.42,11.679,7.849972,7.279327,0.570644,628.7348,0.600256,0.064233,0.687268,0.248499,81920,51505958,2604,445440,233,449
1540,25.742,11.832,7.845617,7.280258,0.565359,621.924,0.602808,0.063184,0.689941,0.246875,81920,50948012,2677,445694,236,454
1560,26.069,11.986,7.844779,7.279907,0.564872,612.426,0.608191,0.061963,0.691675,0.246362,81920,50169939,2531,446017,243,460
1580,26.4,12.139,7.842424,7.275589,0.566835,618.7363,0.610059,0.062598,0.69635,0.241052,81920,50686874,2487,445981,247,465
1600,26.73,12.291,7.841447,7.275452,0.565995,613.1024,0.613477,0.062073,0.696655,0.241272,81920,50225349,2501,446242,243,467
1620,27.056,12.448,7.837011,7.265915,0.571096,607.0339,0.614087,0.061328,0.698425,0.240247,81920,49728214,2502,446115,236,467
1640,27.393,12.618,7.836147,7.269135,0.567013,604.3392,0.612842,0.061072,0.701208,0.23772,81920,49507468,2435,446424,239,469
1660,27.765,12.771,7.83488,7.269669,0.565212,598.259,0.613171,0.060315,0.700037,0.239648,81920,49009381,2535,446549,240,471
1680,28.08,12.921,7.833369,7.273376,0.559992,595.5714,0.615503,0.059985,0.698755,0.24126,81920,48789205,2561,447059,238,471
1700,28.397,13.07,7.83347,7.28186,0.55161,586.029,0.61344,0.058862,0.698999,0.242139,81920,48007499,2586,447595,239,473
1720,28.719,13.226,7.830445,7.280106,0.550339,592.8787,0.618298,0.059668,0.701648,0.238684,81920,48568624,2523,447708,234,475
1740,29.035,13.378,7.828526,7.282623,0.545902,589.9464,0.620215,0.059204,0.706885,0.233911,81920,48328410,2549,447911,229,475
1760,29.349,13.526,7.824575,7.286377,0.538198,579.1536,0.621326,0.058008,0.711304,0.230688,81920,47444264,2493,448389,233,482
1780,29.679,13.676,7.82117,7.280991,0.54018,578.901,0.62699,0.057922,0.712939,0.229138,81920,47423572,2534,448257,235,486
1800,29.995,13.827,7.821357,7.282928,0.538428,584.6287,0.635693,0.058484,0.71488,0.226636,81920,47892782,2512,448454,238,488
1820,30.315,13.978,7.81837,7.288315,0.530055,590.2075,0.641003,0.059265,0.715222,0.225513,81920,48349797,2453,448884,237,490
1840,30.639,14.131,7.816172,7.289749,0.526422,585.4456,0.646826,0.058618,0.719714,0.221667,81920,47959703,2539,448906,234,490
1860,30.959,14.282,7.814964,7.290634,0.52433,569.2546,0.651331,0.056616,0.723572,0.219812,81920,46633335,2413,448828,236,490
1880,31.319,14.471,7.810615,7.292236,0.518379,572.7424,0.652527,0.057019,0.724377,0.218604,81920,46919058,2544,449177,228,490
1900,31.64,14.622,7.806845,7.290482,0.516364,569.666,0.661292,0.056519,0.727551,0.21593,81920,46667038,2464,449251,224,490
1920,31.961,14.773,7.8043,7.296646,0.507653,581.4008,0.66394,0.058142,0.729175,0.212683,81920,47628353,2557,449869,223,492
1940,32.284,14.926,7.803595,7.300201,0.503393,588.6906,0.667322,0.058826,0.733093,0.208081,81920,48225533,2506,450235,228,494
1960,32.603,15.077,7.802818,7.310318,0.4925,578.4724,0.668225,0.057666,0.734827,0.207507,81920,47388460,2471,450962,224,496
1980,32.935,15.238,7.800566,7.307037,0.493529,585.7895,0.67074,0.058594,0.733765,0.207642,81920,47987872,2488,450928,225,498
2000,33.261,15.395,7.79371,7.301392,0.492318,602.131,0.671021,0.060522,0.731921,0.207556,81920,49326574,2542,450635,221,498
2020,33.586,15.55,7.79056,7.30072,0.48984,596.1447,0.67395,0.059814,0.736963,0.203223,81920,48836175,2493,450657,223,498
2040,33.91,15.708,7.784939,7.297852,0.487087,598.4516,0.67644,0.059985,0.740222,0.199792,81920,49025151,2466,450602,220,498
2060,34.232,15.863,7.778977,7.294479,0.484498,598.2199,0.683459,0.059888,0.744812,0.1953,81920,49006176,2533,450618,221,500
2080,34.556,16.02,7.776692,7.292252,0.484441,605.3852,0.687317,0.060754,0.746228,0.193018,81920,49593155,2515,450608,219,502
2100,34.884,16.177,7.774307,7.289734,0.484574,605.2679,0.693018,0.060754,0.748962,0.190283,81920,49583545,2554,450613,221,506
2120,35.212,16.335,7.774328,7.286026,0.488302,598.9339,0.693555,0.059863,0.750854,0.189282,81920,49064667,2562,450494,221,508
2140,35.539,16.492,7.773224,7.287125,0.4861,602.8463,0.699133,0.06051,0.749524,0.189966,81920,49385166,2471,450607,226,515
2160,35.9,16.682,7.771104,7.292969,0.478135,597.9374,0.699011,0.059888,0.750903,0.189209,81920,48983031,2532,450934,227,517
2180,36.231,16.842,7.767846,7.288544,0.479303,606.1561,0.701392,0.060791,0.756067,0.183142,81920,49656311,2512,450814,227,519
2200,36.566,17.003,7.764885,7.281555,0.483329,607.6502,0.702332,0.060901,0.757703,0.181396,81920,49778704,2467,450732,229,523
2220,36.909,17.172,7.759764,7.271118,0.488646,616.9252,0.706165,0.061963,0.761401,0.176636,81920,50538513,2405,450148,230,527
2240,37.256,17.344,7.754867,7.258652,0.496215,614.5376,0.711426,0.061597,0.765479,0.172925,81920,50342918,2481,449383,230,531
2260,37.595,17.506,7.753741,7.257828,0.495914,614.5837,0.712231,0.061548,0.767578,0.170874,81920,50346700,2490,449321,233,532
2280,37.953,17.671,7.753389,7.254913,0.498476,604.3193,0.711047,0.060327,0.767334,0.172339,81920,49505836,2522,449202,227,532
2300,38.28,17.828,7.751737,7.259445,0.492292,599.1213,0.712915,0.059631,0.771143,0.169226,81920,49080020,2458,449572,227,537
2320,38.612,17.985,7.749615,7.258469,0.491146,589.6302,0.719446,0.058582,0.773706,0.167712,81920,48302509,2610,449627,231,544
2340,38.94,18.142,7.746164,7.247086,0.499078,586.2918,0.727185,0.05802,0.778833,0.163147,81920,48029025,2505,449010,220,544
2360,39.267,18.3,7.741055,7.246613,0.494443,594.9053,0.729175,0.05896,0.780762,0.160278,81920,48734642,2546,449245,224,549
2380,39.604,18.46,7.738657,7.23999,0.498667,605.4611,0.734106,0.060254,0.784729,0.155017,81920,49599376,2629,448945,225,551
2400,39.935,18.621,7.738918,7.245071,0.493847,618.148,0.73678,0.061877,0.785596,0.152527,81920,50638688,2483,449437,227,561
2420,40.272,18.787,7.738537,7.240738,0.497799,605.7556,0.74021,0.060205,0.790186,0.149609,81920,49623502,2441,449098,223,563
2440,40.605,18.948,7.7393,7.251938,0.487362,617.2394,0.738062,0.061755,0.79054,0.147705,81920,50564250,2505,449847,226,567
2460,40.934,19.111,7.735676,7.25824,0.477436,618.4847,0.740076,0.06178,0.789978,0.148242,81920,50666268,2507,450481,225,573
2480,41.264,19.272,7.73469,7.261993,0.472696,614.8052,0.743616,0.061279,0.791064,0.147656,81920,50364840,2484,450968,226,575
2500,41.6,19.434,7.731438,7.253677,0.47776,613.2174,0.74375,0.06106,0.795764,0.143176,81920,50234768,2564,450619,236,586
2520,41.935,19.599,7.730011,7.252029,0.477982,622.0246,0.745874,0.06228,0.796411,0.141309,81920,50956259,2524,450578,234,588
2540,42.266,19.762,7.724289,7.254395,0.469895,622.1925,0.747668,0.062268,0.794763,0.142969,81920,50970010,2455,450844,228,588
2560,42.599,19.926,7.724334,7.258392,0.465941,621.2945,0.746631,0.06217,0.792078,0.145752,81920,50896449,2513,451091,221,591
2580,42.933,20.091,7.721291,7.25885,0.462441,629.1767,0.753577,0.06311,0.796045,0.140845,81920,51542152,2595,451328,225,598
2600,43.266,20.258,7.721818,7.260025,0.461793,639.9911,0.759204,0.064465,0.795166,0.140369,81920,52428069,2507,451227,220,600
2620,43.605,20.424,7.721656,7.265427,0.456229,621.0105,0.758435,0.062097,0.795886,0.142017,81920,50873179,2399,451669,217,602
2640,43.944,20.592,7.722689,7.267548,0.455141,633.969,0.764673,0.06366,0.802197,0.134143,81920,51934742,2513,451839,218,604
2660,44.282,20.758,7.720588,7.264465,0.456123,635.4725,0.767285,0.063892,0.804785,0.131323,81920,52057908,2409,451716,220,608
2680,44.66,20.926,7.714738,7.260315,0.454423,635.8405,0.773401,0.063831,0.806934,0.129236,81920,52088053,2555,451602,222,612
2700,44.999,21.095,7.712767,7.260071,0.452696,636.0034,0.772534,0.063855,0.808936,0.127209,81920,52101401,2551,451678,220,612
2720,45.335,21.261,7.71102,7.263992,0.447028,633.296,0.769788,0.063525,0.809534,0.126941,81920,51879605,2539,452058,223,613
2740,45.673,21.428,7.709619,7.266495,0.443124,632.8638,0.766223,0.063403,0.810205,0.126392,81920,51844201,2528,452272,229,617
2760,46.014,21.596,7.708258,7.269135,0.439124,626.571,0.765381,0.062512,0.813989,0.123499,81920,51328699,2515,452305,233,624
2780,46.354,21.765,7.70188,7.25856,0.44332,637.5011,0.769775,0.063867,0.815894,0.120239,81920,52224092,2393,451782,228,624
2800,46.697,21.933,7.698349,7.259262,0.439087,638.9498,0.766785,0.06416,0.813123,0.122717,81920,52342764,2490,452174,230,630
2820,47.04,22.105,7.697012,7.258499,0.438513,647.3682,0.768201,0.065259,0.808679,0.126062,81920,53032401,2487,452100,227,632
2840,47.381,22.275,7.696149,7.261688,0.434461,645.7918,0.768652,0.06499,0.810828,0.124182,81920,52903265,2514,452360,229,640
2860,47.725,22.445,7.695133,7.264801,0.430332,641.3838,0.76969,0.064453,0.814038,0.121509,81920,52542164,2535,452485,229,646
2880,48.063,22.615,7.694623,7.268982,0.425641,642.8114,0.774316,0.064612,0.813782,0.121606,81920,52659109,2596,452693,230,648
2900,48.412,22.784,7.692038,7.264664,0.427375,639.6123,0.776538,0.06427,0.815576,0.120154,81920,52397038,2524,452707,234,648
2920,48.755,22.955,7.692482,7.269257,0.423225,645.9137,0.776953,0.065027,0.816406,0.118567,81920,52913248,2555,452861,236,654
2940,49.095,23.126,7.691586,7.272781,0.418804,643.8397,0.781189,0.064722,0.82074,0.114539,81920,52743351,2500,452892,231,656
2960,49.438,23.298,7.692296,7.269073,0.423223,644.0859,0.784277,0.064673,0.824023,0.111304,81920,52763517,2569,452867,223,656
2980,49.782,23.47,7.69164,7.279175,0.412466,646.0099,0.785486,0.064954,0.825586,0.10946,81920,52921130,2541,453506,224,660
3000,50.126,23.642,7.69198,7.279068,0.412912,647.5399,0.788245,0.064941,0.828564,0.106494,81920,53046465,2606,453545,223,661
3020,50.477,23.816,7.688721,7.271957,0.416764,644.4282,0.794641,0.064514,0.83252,0.102966,81920,52791556,2570,453217,218,665
3040,50.821,23.989,7.683189,7.270035,0.413154,638.0703,0.793823,0.063953,0.834363,0.101685,81920,52270716,2495,453251,218,666
3060,51.168,24.166,7.676966,7.270203,0.406763,636.7872,0.798108,0.063696,0.837915,0.098389,81920,52165608,2377,453480,213,671
3080,51.51,24.339,7.674515,7.271027,0.403489,636.151,0.802344,0.06366,0.838391,0.097949,81920,52113486,2566,453614,211,671
3100,51.858,24.512,7.673173,7.274857,0.398316,644.2173,0.805103,0.064514,0.84165,0.093835,81920,52774283,2501,453755,216,677
3120,52.204,24.689,7.670936,7.27475,0.396186,637.0394,0.805225,0.063611,0.843665,0.092725,81920,52186268,2548,453756,210,677
3140,52.546,24.859,7.668131,7.277206,0.390925,628.8891,0.804407,0.062573,0.844189,0.093237,81920,51518591,2496,454204,210,681
3160,52.89,25.03,7.666508,7.284119,0.382389,629.1007,0.796362,0.062659,0.844519,0.092822,81920,51535932,2487,454728,209,681
3180,53.236,25.199,7.666761,7.29422,0.372541,617.357,0.795984,0.061182,0.843311,0.095508,81920,50573885,2464,455280,209,685
3200,53.577,25.368,7.666232,7.290359,0.375872,623.0968,0.7979,0.061816,0.843262,0.094922,81920,51044093,2520,455341,207,685
3220,53.924,25.538,7.667664,7.296494,0.37117,625.4238,0.797351,0.062158,0.842883,0.094958,81920,51234716,2571,455756,206,687
3240,54.264,25.708,7.669675,7.308304,0.361371,618.238,0.796594,0.061255,0.840845,0.0979,81920,50646061,2546,456204,201,687
3260,54.603,25.875,7.671206,7.317673,0.353533,613.9444,0.794385,0.06073,0.838794,0.100476,81920,50294323,2663,456501,201,689
3280,54.943,26.044,7.670153,7.325577,0.344576,610.4996,0.792639,0.060364,0.840881,0.098755,81920,50012127,2480,456948,191,689
3300,55.289,26.219,7.667283,7.328568,0.338716,614.4256,0.794958,0.060889,0.841162,0.097949,81920,50333749,2504,457252,187,689
3320,55.646,26.404,7.665426,7.331039,0.334386,618.5562,0.793579,0.061316,0.840259,0.098425,81920,50672124,2523,457272,186,692
3340,56.059,26.574,7.660622,7.335617,0.325005,619.7204,0.796912,0.061548,0.838342,0.10011,81920,50767493,2485,457556,179,694
3360,56.413,26.759,7.659351,7.333115,0.326236,633.3233,0.795227,0.063159,0.837109,0.099731,81920,51881847,2401,457360,179,694
3380,56.753,26.93,7.657329,7.335938,0.321391,629.7474,0.798633,0.062781,0.837805,0.099414,81920,51588904,2496,457481,174,694
